username,created_at_as_str,uri,api,unique_resource_name,unique_resource_id
mohitverma0612_1,2022-06-03 17:34:54.651972,/situation/10/1/8,ACCESSED SITUATION,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 8,TaskMap|330
mohitverma0612_1,2022-06-03 17:34:55.412656,/task-page/10/1/8,ACCESSED TASK_PAGE,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 8,TaskMap|330
mohitverma0612_1,2022-06-03 17:35:36.703418,/situation/10/1/3,ACCESSED SITUATION,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 3,TaskMap|327
mohitverma0612_1,2022-06-03 17:35:36.977672,/task-page/10/1/3,ACCESSED TASK_PAGE,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 3,TaskMap|327
mohitverma0612_1,2022-06-03 17:35:51.907778,/,ACCESSED DASHBOARD,NONE,NONE
mohitverma0612_1,2022-06-03 17:35:58.619965,/situation/10/1/1,ACCESSED SITUATION,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 1,TaskMap|325
mohitverma0612_1,2022-06-03 17:35:58.963818,/task-page/10/1/1,ACCESSED TASK_PAGE,Type - CAREER | Field - CreativityTrack - Evaluation Project | Ram Bansal-Week 1 | Title - Design-Day 1,TaskMap|325
dreamer13_53,2022-06-03 17:36:06.149091,/api/feedback/230,POSTED FEEDBACK_FOR_GOAL,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 1,TaskMap|230
dreamer13_53,2022-06-03 17:36:06.276816,/task-page/14/5/2,ACCESSED TASK_PAGE,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 2,TaskMap|231
dreamer44_39,2022-06-03 17:42:02.369717,/,ACCESSED DASHBOARD,NONE,NONE
dreamer13_53,2022-06-03 17:43:05.033776,/api/feedback/231,POSTED FEEDBACK_FOR_GOAL,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 2,TaskMap|231
dreamer13_53,2022-06-03 17:43:05.171753,/task-page/14/5/3,ACCESSED TASK_PAGE,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 3,TaskMap|232
dreamer13_53,2022-06-03 17:46:51.356957,/api/feedback/232,POSTED FEEDBACK_FOR_GOAL,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 3,TaskMap|232
dreamer13_53,2022-06-03 17:46:51.474389,/task-page/14/5/4,ACCESSED TASK_PAGE,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 5 | Title - Fearless Personality Curation-Day 4,TaskMap|233
dreamer13_53,2022-06-03 17:47:02.856458,/,ACCESSED DASHBOARD,NONE,NONE
adityan_47,2022-06-03 17:51:13.189250,/api/feedback/182,POSTED FEEDBACK_FOR_GOAL,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 1 | Title - College Life Crisis exploration-Day 1,TaskMap|182
adityan_47,2022-06-03 17:51:13.271543,/task-page/14/1/2,ACCESSED TASK_PAGE,Type - ONBOARDING | Field - Mindset DevelopmentTrack - Beginning of Exploration | Vedant Panchal-Week 1 | Title - College Life Crisis exploration-Day 2,TaskMap|191
dreamer44_39,2022-06-03 18:02:16.675642,/,ACCESSED DASHBOARD,NONE,NONE
