id,created_at,username,uri,api,unique_resource_id
1124,2022-04-25 05:49:02.844285,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1125,2022-04-25 05:50:03.158532,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1126,2022-04-25 05:51:02.588572,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1127,2022-04-25 05:52:02.879236,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1128,2022-04-25 05:53:03.103807,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1129,2022-04-25 05:54:02.311942,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1130,2022-04-25 05:55:02.763320,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1131,2022-04-25 05:56:03.117350,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1132,2022-04-25 05:57:02.550374,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1133,2022-04-25 05:58:02.808113,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1134,2022-04-25 05:59:03.130309,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1135,2022-04-25 06:00:02.568542,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1136,2022-04-25 06:01:02.626195,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1137,2022-04-25 06:02:02.884462,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1138,2022-04-25 06:03:03.219774,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1139,2022-04-25 06:04:02.502995,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1140,2022-04-25 06:05:02.914613,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1141,2022-04-25 06:06:03.192164,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1142,2022-04-25 06:07:02.464354,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1143,2022-04-25 06:08:02.722691,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1144,2022-04-25 06:09:02.997078,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1145,2022-04-25 06:10:03.268290,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1146,2022-04-25 06:11:03.094944,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1147,2022-04-25 06:12:02.351897,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1148,2022-04-25 06:13:02.572256,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1149,2022-04-25 06:14:02.862757,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1150,2022-04-25 06:15:03.118784,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1151,2022-04-25 06:16:02.498092,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1152,2022-04-25 06:17:02.732647,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1153,2022-04-25 06:18:03.027538,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1154,2022-04-25 06:19:03.313908,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1155,2022-04-25 06:20:02.545353,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1156,2022-04-25 06:21:02.356683,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1157,2022-04-25 06:22:02.604367,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1158,2022-04-25 06:23:02.880864,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1159,2022-04-25 06:24:03.095425,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1160,2022-04-25 06:25:02.528162,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1161,2022-04-25 06:26:03.191820,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1162,2022-04-25 06:27:02.518816,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1163,2022-04-25 06:28:02.748166,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1164,2022-04-25 06:29:03.044650,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1165,2022-04-25 06:30:03.313804,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1166,2022-04-25 06:31:02.543047,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1167,2022-04-25 06:32:02.811270,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1168,2022-04-25 06:32:58.789067,someonenew,/,ACCESSED DASHBOARD,NONE
1169,2022-04-25 06:33:03.058949,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1170,2022-04-25 06:34:03.343258,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1171,2022-04-25 06:35:02.555950,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1172,2022-04-25 06:36:03.139737,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1173,2022-04-25 06:37:02.366243,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1174,2022-04-25 06:38:02.922767,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1175,2022-04-25 06:39:03.202129,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1176,2022-04-25 06:40:02.758608,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1177,2022-04-25 06:41:02.744830,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1178,2022-04-25 06:42:03.010074,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1179,2022-04-25 06:43:03.313060,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1180,2022-04-25 06:44:02.592324,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1181,2022-04-25 06:45:02.860313,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1182,2022-04-25 06:46:02.744485,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1183,2022-04-25 06:47:03.049020,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1184,2022-04-25 06:47:03.326290,anonymous_user,/login,ACCESSED LOGIN_PAGE,NONE
1185,2022-04-25 06:48:03.309050,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1186,2022-04-25 06:49:02.569600,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1187,2022-04-25 06:50:02.843309,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1188,2022-04-25 06:51:02.625285,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1189,2022-04-25 06:52:02.964791,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1190,2022-04-25 06:53:03.237909,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1191,2022-04-25 06:54:02.466523,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1192,2022-04-25 06:55:02.760925,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1193,2022-04-25 06:56:02.995520,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1194,2022-04-25 06:57:03.258880,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1195,2022-04-25 06:58:02.519621,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1196,2022-04-25 06:59:02.756163,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1197,2022-04-25 07:00:03.278775,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1198,2022-04-25 07:01:03.016468,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1199,2022-04-25 07:02:03.249787,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1200,2022-04-25 07:03:02.536300,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1201,2022-04-25 07:04:02.788579,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1202,2022-04-25 07:05:03.304891,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1203,2022-04-25 07:06:02.555373,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1204,2022-04-25 07:07:02.796772,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1205,2022-04-25 07:08:03.054796,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1206,2022-04-25 07:09:03.315846,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1207,2022-04-25 07:10:01.741606,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1208,2022-04-25 07:10:02.530797,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1209,2022-04-25 07:11:02.351900,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1210,2022-04-25 07:12:02.601009,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1211,2022-04-25 07:13:02.895967,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1212,2022-04-25 07:14:03.118878,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1213,2022-04-25 07:15:02.463590,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1214,2022-04-25 07:16:02.425448,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1215,2022-04-25 07:16:28.556843,someonenew,/task-page/14/2/1,ACCESSED TASK_PAGE,TaskMap|183
1216,2022-04-25 07:17:02.667706,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1217,2022-04-25 07:18:02.954173,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1218,2022-04-25 07:19:03.223165,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1219,2022-04-25 07:20:02.530724,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1220,2022-04-25 07:21:02.420109,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1221,2022-04-25 07:22:02.684074,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1222,2022-04-25 07:23:02.949657,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1223,2022-04-25 07:24:03.192584,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1224,2022-04-25 07:25:02.571665,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1225,2022-04-25 07:26:03.047271,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1226,2022-04-25 07:26:03.677351,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1227,2022-04-25 07:26:24.953956,anonymous_user,/login?next=/,POSTED_ON LOGIN_PAGE,NONE
1228,2022-04-25 07:27:03.316437,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1229,2022-04-25 07:28:02.556786,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1230,2022-04-25 07:29:02.829821,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1231,2022-04-25 07:30:03.189848,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1232,2022-04-25 07:31:03.083610,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1233,2022-04-25 07:32:02.355620,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1234,2022-04-25 07:33:02.677793,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1235,2022-04-25 07:34:02.944641,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1236,2022-04-25 07:35:03.165322,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1237,2022-04-25 07:36:02.499814,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1238,2022-04-25 07:37:02.720764,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1239,2022-04-25 07:38:02.986565,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1240,2022-04-25 07:39:03.268240,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1241,2022-04-25 07:40:02.793505,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1242,2022-04-25 07:41:02.431694,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1243,2022-04-25 07:42:02.686224,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1244,2022-04-25 07:43:02.967497,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1245,2022-04-25 07:44:03.236676,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1246,2022-04-25 07:45:02.492716,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1247,2022-04-25 07:46:03.369647,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1248,2022-04-25 07:47:02.687730,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1249,2022-04-25 07:48:03.023137,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1250,2022-04-25 07:49:03.244853,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1251,2022-04-25 07:50:02.539897,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1252,2022-04-25 07:51:02.602374,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1253,2022-04-25 07:52:02.831623,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1254,2022-04-25 07:53:03.129201,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1255,2022-04-25 07:54:02.410668,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1256,2022-04-25 07:55:02.815626,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1257,2022-04-25 07:56:03.144907,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1258,2022-04-25 07:57:02.392810,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1259,2022-04-25 07:58:02.628564,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1260,2022-04-25 07:59:01.246012,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1261,2022-04-25 07:59:02.914979,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1262,2022-04-25 08:00:03.566704,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1263,2022-04-25 08:00:06.415827,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1264,2022-04-25 08:01:02.434135,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1265,2022-04-25 08:02:02.655489,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1266,2022-04-25 08:03:02.958021,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1267,2022-04-25 08:04:03.313187,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1268,2022-04-25 08:05:02.560132,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1269,2022-04-25 08:06:03.344712,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1270,2022-04-25 08:07:02.721058,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1271,2022-04-25 08:08:02.982090,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1272,2022-04-25 08:09:03.384108,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1273,2022-04-25 08:10:02.704257,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1274,2022-04-25 08:11:03.002588,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1275,2022-04-25 08:12:03.490411,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1276,2022-04-25 08:13:02.737574,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1277,2022-04-25 08:14:02.971070,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1278,2022-04-25 08:15:02.372450,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1279,2022-04-25 08:16:03.116338,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1280,2022-04-25 08:17:02.395151,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1281,2022-04-25 08:18:02.770790,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1282,2022-04-25 08:19:03.094060,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1283,2022-04-25 08:20:02.396034,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1284,2022-04-25 08:21:03.300943,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1285,2022-04-25 08:22:02.533892,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1286,2022-04-25 08:23:02.800706,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1287,2022-04-25 08:24:03.045836,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1288,2022-04-25 08:25:02.360237,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1289,2022-04-25 08:26:03.057690,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1290,2022-04-25 08:27:02.361286,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1291,2022-04-25 08:28:02.628539,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1292,2022-04-25 08:29:02.867767,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1293,2022-04-25 08:29:26.933648,anonymous_user,/login?next=/task-page/1/4/1,ACCESSED LOGIN_PAGE,NONE
1294,2022-04-25 08:30:03.171720,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1295,2022-04-25 08:31:02.488400,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1296,2022-04-25 08:32:02.755574,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1297,2022-04-25 08:32:56.780661,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1298,2022-04-25 08:33:03.010493,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1299,2022-04-25 08:34:03.270418,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1300,2022-04-25 08:35:02.496451,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1301,2022-04-25 08:36:03.219571,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1302,2022-04-25 08:37:02.475333,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1303,2022-04-25 08:38:02.982593,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1304,2022-04-25 08:39:03.225830,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1305,2022-04-25 08:40:02.484532,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1306,2022-04-25 08:41:03.013935,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1307,2022-04-25 08:42:03.322956,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1308,2022-04-25 08:43:02.638048,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1309,2022-04-25 08:44:02.920081,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1310,2022-04-25 08:45:03.184557,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1311,2022-04-25 08:46:02.589050,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1312,2022-04-25 08:47:02.870216,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1313,2022-04-25 08:48:03.131958,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1314,2022-04-25 08:49:02.360285,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1315,2022-04-25 08:50:02.626800,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1316,2022-04-25 08:51:02.540668,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1317,2022-04-25 08:52:02.758406,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1318,2022-04-25 08:53:03.022193,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1319,2022-04-25 08:54:03.308085,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1320,2022-04-25 08:55:02.657942,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1321,2022-04-25 08:56:03.146589,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1322,2022-04-25 08:57:02.423971,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1323,2022-04-25 08:58:02.956062,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1324,2022-04-25 08:59:03.255151,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1325,2022-04-25 09:00:02.562960,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1326,2022-04-25 09:00:56.265811,anonymous_user,/login,ACCESSED LOGIN_PAGE,NONE
1327,2022-04-25 09:01:02.811034,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1328,2022-04-25 09:02:03.141002,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1329,2022-04-25 09:03:02.366397,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1330,2022-04-25 09:04:02.654762,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1331,2022-04-25 09:05:02.946044,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1332,2022-04-25 09:06:03.255522,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1333,2022-04-25 09:07:02.671207,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1334,2022-04-25 09:08:02.912856,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1335,2022-04-25 09:09:03.157030,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1336,2022-04-25 09:10:02.511595,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1337,2022-04-25 09:11:02.411986,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1338,2022-04-25 09:12:02.708050,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1339,2022-04-25 09:13:02.999275,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1340,2022-04-25 09:14:03.297740,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1341,2022-04-25 09:15:03.060142,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1342,2022-04-25 09:16:02.976196,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1343,2022-04-25 09:17:03.313700,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1344,2022-04-25 09:18:02.557904,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1345,2022-04-25 09:18:48.392541,atharva_487,/task-page/2/6/1,ACCESSED TASK_PAGE,TaskMap|146
1346,2022-04-25 09:19:02.797011,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1347,2022-04-25 09:20:03.105926,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1348,2022-04-25 09:20:08.859258,atharva_487,/task-page/2/6/1,ACCESSED TASK_PAGE,TaskMap|146
1349,2022-04-25 09:21:02.664813,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1350,2022-04-25 09:22:02.942420,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1351,2022-04-25 09:23:03.237496,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1352,2022-04-25 09:24:02.505586,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1353,2022-04-25 09:25:02.796023,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1354,2022-04-25 09:26:02.457369,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1355,2022-04-25 09:27:02.751811,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1356,2022-04-25 09:28:03.086395,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1357,2022-04-25 09:29:02.469150,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1358,2022-04-25 09:30:02.778726,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1359,2022-04-25 09:31:03.233918,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1360,2022-04-25 09:32:02.528521,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1361,2022-04-25 09:32:59.124231,satyarth_995,/,ACCESSED DASHBOARD,NONE
1362,2022-04-25 09:33:02.821777,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1363,2022-04-25 09:33:06.758314,satyarth_995,/situation/10/2/2,ACCESSED SITUATION,TaskMap|143
1364,2022-04-25 09:33:06.872420,satyarth_995,/task-page/10/2/2,ACCESSED TASK_PAGE,TaskMap|143
1365,2022-04-25 09:33:11.297081,satyarth_995,/api/mark_resource_visited/362,POSTED RESOURCE,Resource|362
1366,2022-04-25 09:34:03.210846,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1367,2022-04-25 09:35:02.466480,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1368,2022-04-25 09:36:03.098100,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1369,2022-04-25 09:37:02.486678,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1370,2022-04-25 09:38:02.731267,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1371,2022-04-25 09:39:03.051470,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1372,2022-04-25 09:40:03.387853,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1373,2022-04-25 09:41:03.517186,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1374,2022-04-25 09:42:03.279402,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1375,2022-04-25 09:43:02.560075,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1376,2022-04-25 09:44:02.786156,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1377,2022-04-25 09:45:03.254453,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1378,2022-04-25 09:45:42.021306,explorin_vedant11,/,ACCESSED DASHBOARD,NONE
1379,2022-04-25 09:46:03.221106,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
1380,2022-04-25 09:46:06.640164,explorin_vedant11,/,ACCESSED DASHBOARD,NONE
1381,2022-04-25 09:47:02.478942,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE,NONE
