created_at,username,uri,api
2022-04-24 17:14:02.515343,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:14:23.288442,someonenew,/situation/14/2/1,ACCESSED SITUATION
2022-04-24 17:14:23.619110,someonenew,/task-page/14/2/1,ACCESSED TASK_PAGE
2022-04-24 17:15:02.799730,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:16:02.485521,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:17:02.731289,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:18:03.330055,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:19:02.616823,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:20:02.869335,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:21:02.534089,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:22:02.994654,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:23:03.243807,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:24:02.501697,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:25:02.854694,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:26:03.162420,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:27:02.403823,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:28:02.650235,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:28:31.136812,keshavbidawatka12_63,/,ACCESSED DASHBOARD
2022-04-24 17:29:02.976844,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:29:39.551773,keshavbidawatka12_63,/situation/10/2/1,ACCESSED SITUATION
2022-04-24 17:29:39.757436,keshavbidawatka12_63,/task-page/10/2/1,ACCESSED TASK_PAGE
2022-04-24 17:29:46.424907,keshavbidawatka12_63,/situation/10/2/2,ACCESSED SITUATION
2022-04-24 17:29:47.134480,keshavbidawatka12_63,/task-page/10/2/2,ACCESSED TASK_PAGE
2022-04-24 17:29:55.736177,keshavbidawatka12_63,/situation/10/2/3,ACCESSED SITUATION
2022-04-24 17:29:56.037685,keshavbidawatka12_63,/task-page/10/2/3,ACCESSED TASK_PAGE
2022-04-24 17:30:03.388253,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:31:03.009601,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:32:03.273943,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:33:02.725348,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:34:02.963228,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
2022-04-24 17:35:03.191939,anonymous_user,/login?next=/,ACCESSED LOGIN_PAGE
